date_published,rating_value_10,rating_value_5,title,body
2016-07-22,4,4,"""inflight service was terrible""",✅ Verified Review | Travelled from New Delhi to Manila via Singapore. The ground crew did not mention anything about the flight delay and did not bother to ask if we had a preferred schedule for our connecting flight. The inflight service was terrible. I asked for earphones from three different flight attendants but was only given one when I typed my request on my iPad. The food was nothing spectacular. The ground crew on my flight from Singapore to Delhi insisted that I have my backpack checked in and argued that it was too big. I have used the same bag on my flights with KLM and Emirates and they allowed me to carry it inflight. I have high regards before with this airline but sadly their service has gone downhill.
2016-07-20,9,9,"""at last someone listened""",✅ Verified Review | Had such a great experience on SQ278 yesterday from ADL to SIN. At last someone listened. As I have allergies I have been given the same chicken breast with carrots etc. After hearing that I have been bringing my own food on board to eat. This crew made their own version of cup noodles with chicken plus they had mushroom soup for me because I mentioned about NZ and CX flights where they made protein shake and chicken soup for me (not on the menu). It's these small little things that can make one happy. Thank you Singapore Airlines. Wish they had wi-fi on board.
2016-07-18,3,3,"""disappointed at inflight service""","Check in at Melbourne Airport was efficient. Terribly disappointed at the inflight service, quality and quantity of food offered (and I don't have a large appetite) plus the age of the aircrafts. SQ tickets are not cheap and not having travelled with SQ in a while, I was so looking forward to my flight given the inflight service reputation which in my opinion has gone to the ""dogs"". Aircraft was old and used my wet towel to clean the tray table and mess. No bar service - just a round of juice, beer and sparkling wine before the meal, which was a beyond belief. Hot casserole and bread and nothing else - not even salad or dessert. Asked the steward for bottle water and was told they only offered tank water. I said I don't drink tank water and he brought me a small bottle from BC. Breakfast was a terrible meal too. On the return one round of Bar service provided this time. Same story with bottle water request and cabin staff brought me a few extra sealed cups of water off other pax trays. Again, horrible breakfast with a hard cold muffin and a poor fruit salad. Seats were small and cramped."
2016-07-18,3,3,"""not be using them in the future""","Perth to Zurich return via Singapore. I booked my flight through a flight partner (Virgin Australia) and before this trip I didn't know how flight partners worked, all it did was give me a headache. I wanted to book in my seats, normally you can do that online, however I was unable to do so either through Virgin's website nor through Singapore Airline's. I called Virgin and they told me I need to speak with Singapore. I called Singapore and requested seats. That worked fine. However on the flight over I didn't realise that sitting right at the back was so noisy, I wore earplugs the whole flight and could still hear the noise, but that was fine, I learned my lesson, but when breakfast came, I was the very last person to be served they ran out of the edible meals and the other meal was some kind of fish (which smelled too strong for a confined space). I normally am one to enjoy all kinds of basic airplane food and am really not fussy, but this was too much. Fish for breakfast? I actually was really unhappy because I never got a choice. Knowing all of this, I decided to change my flight home seat booking, so I wasn't the last person on the plane right down the back near all the noise. I emailed Singapore airlines with the request as soon as I landed. It took a couple weeks until they responded with a stock email saying I need to contact Virgin. I emailed back saying Virgin cannot do this as they dont have access to the seating plan, it is Singapore's job and I know as I have done it before. The email response that returned was the same stock email as they had sent again. This time I was really angry and re-iterated that they should please read the content of my email. Third time and I received the same exact response again. This was now 1 month after my original request (lucky I was away for 6 weeks). I had to find a way to call them while overseas (which was a who other headache) because this was not being resolved online. So I called them and had a very long difficult conversation trying to get the guy to help me as he really wasn't actually listening to what I needed and I was getting frustrated. He finally put in the request for me to get the seats changed and when I told him about the food last time he said he could also request a no seafood meal. So I thought great, I'll do that. On my flight home, the seats were all good but this time I discovered that requesting a non seafood meal means that they dont give you any option at all whatsoever, you just get the eggs, even when the meals being served are chicken or beef with no seafood options! When I asked if I get to choose the normal menu as it already is non seafood, I got an abrupt response about taking the meal from someone else. Gosh I had no idea about all this rubbish. So I learned a lot of things this flight. That Singapore Airlines have terrible online support and rubbish food and no matter what I did it didn't get better. I hear all these great things about Singapore Airlines and its probably fine if things are going ok for you but when they go wrong, they dont help you, not without a lot of effort and frustration any way. I will not be using them if I can help it, in the future. FYI I was going to make a complaint to them on their own site but after going through all I did with their online support last time I feel like its pointless and I am probably wasting my time as no one reads the emails (I can assume)."
2016-07-17,6,6,"""not as good as I expected""","✅ Verified Review | London to Melbourne via Singapore. In general, the boarding process and on-board service was very good, with most flight attendants being amiable and chatty. The food was good too, apart from a very ordinary entree leaving London. However, both flights were marred by very noisy children. On the first sector (on the very quiet A380) I was in the front cabin which offers a more intimate setting. A small baby cried almost all of the trip despite attempts by his parents to pacify him. So a decent sleep was impossible. Even the supplied noise-cancelling headsets could not eliminate all of the noise, and anyway they produced a constant repetitive buzzing noise. I fully support family travel and do feel for parents who have to deal with distressed children but surely SIA could arrange for a quiet area for travellers. The sector to Melbourne was worse. I was seated in the front row of the small front cabin - with 2 rows of seats and no bassinet places. Behind me was a family of 5 with a girly toddler who screamed for most of the flight. A baby crying I can understand, but this family was generally very noisy and seemed unaware that they were sharing the cabin with other passengers. There seemed to be no attempt by cabin staff to try to improve the situation, even though their exchanged looks indicated that they were aware of the noise. Added to that, the cabins of the un-upgraded B777-300ER's are becoming quite shabby and worn, and the IFE systems are behind the times. Because of the noisy fellow travellers I have to downgrade my ratings for these flights. It is a pity, because SIA are reliable, honour seat allocations and the staff are generally very good. Maybe I was unlucky, but my trip home was not as good as I expected."
2016-07-17,7,7,"""FAs seemed unconcerned with passengers""","✅ Verified Review | Flew PER-SIN-CDG and then return MUN-SIN-PER. Flight over was good, check in was quick and boarding fairly organized and FAs were attentive from PER. Flew A380 from SIN to CDG and the plane looked tired and there was a film of dust on pretty much every surface - would expect more from a high end carrier like this. Meal service was quite slow, and FAs didn't bother to ask me if I wanted a drink, just breezed past me. Meal collection was also slow - 1 hour to collect trays. Most of the FAs seemed unconcerned with their passengers. Food was OK. Exit Row seats were good, and worth the extra $. MUN-SIN: different story, plane, a 777 appeared cleaner and newer, and FAs were attentive. Sitting not even halfway through the plane, couldn't get my first meal choice on either Dinner or Breakfast. Exit row seats not worth it - cart kept banging into my partner's leg/tv screen as the config of the aisle makes there be a little ""turn"". Window seat on this exit row also has a restricted leg room due to protruding of the exit door. Singapore should rethink this config and do 2-3-2 for the bulkhead to make a bit more space. SIN-PER, FAs attentive, but still meal service was quite slow. IFE on way over seemed good, on the 777 on the way back, new KrisWorld system kept freezing for everyone in my row. Touch screen wouldn't work, then remote, then touch screen. Selection of movies quite broad but TV series lacked a bit of punch. All in all, not a bad trip but if I could fly cheaper on another reputable airline for these destinations, I'd try them out."
2016-07-17,6,6,"""no longer an experience of delight""","✅ Verified Review | I fly for work and do not find Singapore Airlines value for money. Flew from Singapore to Bangkok. The planes are getting old and quality depends on the type of planes. The newest A350 is equally horrible as the cabin space in economy is tightly squeezed to optimise seats for $, but missed out on comfort. The soft touches of SIA being premium such as haagen daaz ice cream, food menus, biz class toiletries pouch or previous-palatable local food in economy have been discarded for margins and this is where I feel SIA have lost their direction/plot. Flying SIA is no longer an experience of delight. One finds too many issues and only is contented to reach the destination safely."
2016-07-15,9,9,"""was a very pleasant flight""","✅ Verified Review | It was a very pleasant flight from Hong Kong to Singapore with Singapore Airlines. They manage their flights well, and almost everything was perfect, from boarding phase until the landing of the flight. They also serve great food and beverages to the passengers."
2016-07-15,2,2,"""aircraft were old and dirty""","✅ Verified Review | Rome to Melbourne via Singapore with Singapore Airline. The aircraft on both sectors were old and dirty. My seat had bread crumbs and coffee stains and was generally uncomfortable. The meal card says sit back and relax in your ""luxury"" seat? It was certainly not in economy class. I was made to believe that Singapore Airlines offered great service however I was unimpressed. Food was average, drinks sparse and you had to ask and wait for a while for them to return with a drink. Some of the flight attendants had no warmth or smile. You would think on long sectors, there would be more attention to service however this was not the case. Overall, disappointing on SQ and would think twice before booking again."
2016-07-13,8,8,"""dinner menu was not provided""","✅ Verified Review | The flight was full after the holidays, hence took a longer time to board and delayed by some 20 minutes. I was surprised that the dinner menu was not provided - rather the cabin crew took the ""chicken or fish"" approach. Not sure if Singapore has ditched the menu for economy class. Food was ok, but seems like they switched to cheaper looking cutlery this year. Also I found the cabin light was inadequate. Again not sure, if it was intentionally kept dim or just the the aircraft was aging. Overall, I felt a bit short of the 5 star service that I am used to getting from SQ. I hope this is an one off experience."
2016-07-12,6,6,"""a bit of a nuisance""","Singapore Airlines was always noted most for their cabin crew attentiveness, you read it still in their proud history in the inflight magazine. I think the slogan was 'Singapore girl, what a great way to fly'. Nowadays if you are lucky enough to be in business you will still come across one of these amazing women. However, you are more likely to get the totally uncommitted new fleet of cabin crew in economy who view the public as a bit of a nuisance and eye contact has gone. Tragedy that whoever is in charge of training cabin staff for this airline is doing a terrible job and losing loyal customers. On my flight, SQ217, Singapore to Melbourne, 10.45 on July 7, I had a rude male steward ever who did not smile once. Back to Qantas for this frequent Australia to Europe passenger."
2016-07-11,9,9,"""more concerned about their timing""","Flew from Singapore to Frankfurt. Seat was very comfortable, with good privacy. Great wine list and very good food. When you are flying First, the only advice to Singapore is to avoid pushing us to eat at their time. It seemed to us that they were more concerned about their timing. That was not suitable at all. Anyway, this had already happened to me flying Singapore on other routes. Singapore flight attendants welcome us in a very distiguinshed manner. Please pay attention in small details regarding your guests specifics and/or timing aboard."
2016-07-10,7,7,"""the service was excellent""","First leg was on one of the older Singapore Airlines 777s that was probably assigned to routes like Singapore - Kuala Lumpur or one of the other regional routes, but the service was excellent and the food was good. The seat was worn out and hard, but SQ is introducing the A350 to JNB. The return leg from JNB was on the 350 so the seat was much more comfortable and the Entertainment system was easier to use, save for the IFE jamming every few hours."
2016-06-30,4,4,"""Premium Economy is totally inferior""",Melbourne to London with Singapore Airlines. Premium Economy is totally inferior compared to Qantas. No private feel to the cabin and no private toilet - just a silly curtain for separation. You have to outright ask for the Champagne which is meant to be part of the privilege of paying double the economy fare. Never again for this former SQ traveller.
2016-06-30,5,5,"""cabin looks a bit tired""","Tokyo to Singapore on board retrofitted B777-300. Cabin looks a bit tired. Seat fabrics looks old and stuffy as well. The thing surprised me even more is the fact that Singapore Airlines significantly reduced its economy class meal standard. On this red-eye flight, there used to be a warm meat wrap and breakfast with main meal, yogurt, crackers, fruit slices and roll and butter. This time, the wrap turned into a cold curry bread, tasted really cheap for sure, and breakfast only contained cheap fruit slices with main meal. FAs also forgot to hand cutleries in to passengers. They also looked a bit tired and unprepared."
2016-06-28,9,9,"""still a quality carrier""",Singapore to Bangkok. Over 10 years since I have been on Singapore Airlines and nothing has changed. Still a quality carrier and on this route well worth the extra money paid over flying with any of the low cost carriers. Generally I fly Oneworld but when the choice is Jetstar I chose to forgo the points and status recognition for service and comfort.
2016-06-23,5,5,"""a little disappointed""","✅ Verified Review | Singapore to Auckland, paid to fly Air New Zealand. Singapore Airlines was the code share. A little disappointed with the Singapore leg which was the return flight. Business class practically empty so crew were not run off their feet. My husband sitting beside me was served quickly but for some reason I was left waiting on both meal times. He had nearly finished before I was attended to. When the meals arrived (dinner and breakfast) they were the worst I have had on a flight. The seats are quite comfortable and you have privacy the way it is set out. The movies are quite a bit out of date and the screens aren't touch screen so hopefully they will eventually have that."
2016-06-17,5,5,"""the crew, they were fantastic""","✅ Verified Review | Saved by the crew. Very excited to be flying Singapore Airlines business class but sadly the reality fell a little short of the expectation. Yes, the seats are massively wide and the leather is lovely but it all feels a little, old in comparison to what's on offer with the Middle Eastern carriers. No turn down service (flight left Melbourne at 1835hrs) though a nice warm doona provided. The seat only has a thin foam pad as an underlay when turned down. Meals were served when they determined, not you. I say ""meals"" though for some reason there was nothing offered coming into Singapore although the menu showed a snack available. I used ""book the cook"" and the fish was sublime but the remainder of the meal was nothing too exciting. There is no toiletry bag though SQ pride themselves on having hand creams and lotions etc in the toilets. Which is fine but we all love a take away from a flight, surely we should be given a choice? Also, no pj's! These days it's just expected. The Silver Kris inflight was pretty poor, limited number of first run (decent) movies, I ended up watching some videos on my iPad. The screen size was quite small in comparison to other aircraft I've been on in J class. But the crew, they were fantastic. Friendly, professional, efficient, calling me by my name every time. 110% to them. Am returning to Melbourne on the A380 in about 10 days, I hope I can give a better account of my return."
2016-06-16,9,9,"""staff incredibly friendly""","✅ Verified Review | Manila to Melbourne via Singapore with Singapore Airlines. Both legs of my flight were lovely. The staff were incredibly friendly, the flight only took off 10 mins late due to the late arrival of the plane but made up for time in the air and we arrived on time. Quick service, quite comfortable for economy, the food was great for flight food and would definitely recommend."
2016-06-15,10,10,"""really satisfied with flight experience""",✅ Verified Review | Have not flown with Singapore Airlines for a long time so I was really looking forward to fly with them on this short flight from Singapore to Denpasar-Bali. Both ground and inflight crews were friendly. Food and inflight services were good too! One thing that needs to be updated is definitely the IFE system. Flew on the return leg and was really satisfied with the overall flight experience as well.
2016-06-11,10,10,"""very good at what they do""","✅ Verified Review | Paris to Melbourne via via Singapore. After premium economy to Paris we flew home in Business Class with Singapore Airlines and really enjoyed the experience. Check in at CDG was smooth and we headed to the Star Alliance lounge which is not bad, except getting a seat was a real challenge as it handles so many airlines. Boarding on the A380 was orderly and seated in seats 18 and 19 K on the window. Drinks prior to take-off with French champagne and orders taken for lunch. Flight entertainment was excellent as was the service from a very professional crew. Landed in Singapore about 30 mins early so had time to freshen up in the lounge before boarding for Melbourne. Boeing 777 aircraft with the new Business class seats which again were very comfortable. Daylight flight so had a chance to watch more movies and enjoy the excellent in flight service. Overall you can see why Singapore Airlines are very good at what they do."
2016-06-07,10,10,"""always friendly crew""","✅ Verified Review | Singapore to Yangon with Singapore Airlines and they did not disappoint. Always friendly crew, food was ok but breakfast is not my favorite anyway. The IFE in my opinion had good selection but I think they need to upgrade the moving map, perhaps it is different in a long haul sector but I am not sure. They flew a A330 which was bigger than I thought. Check in was swift and flight took off and landed on time."
2016-06-07,8,8,"""the amenities are superb""","✅ Verified Review | Surabaya to Hong Kong via Singapore with Singapore Airlines - first time using them. My flight was on time and as I travelled with an infant I got a front row seat with lots of space. Service was good and my son was given some toys. Food is tasty, toilet is clean and the amenities are superb. Inflight entertainment could be upgraded."
2016-06-06,8,8,"""staff very attentive""","✅ Verified Review | Singapore Airlines from Hong Kong to Surabaya via Singapore on an A380 and A330. A380 is really enjoyable plane, cabin is huge. Cabin staff very attentive, toilet was clean, amenities superb. I was a little bit disapointed about the food, for moslem just only 1 choice - just chicken. My boy under 2 years got toys but not get food. The entertainment is like the A330, need upgrade for the movies."
2016-06-06,5,5,"""service could be better""","✅ Verified Review | I had an unpleasant trip back to Singapore from Hong Kong. Firstly, the boarding time was 7.15pm. We ended up boarding at 7.30pm. Secondly, the cabin crew were not that friendly. Thirdly, the whole entertainment system was down about 3/4 of the time. Yes, they compensated us with a $75 gift voucher but the fact is this was my first time with Singapore Airlines and there were so many problems. Before take off, the TV that was supposed to show us the safety procedure was disrupted by a technical error. The food was not that tasty compared to Korean Air (who I was flying from Korea to Hong Kong). The ticket I bought was cheap but I believe service could be better."
2016-06-02,1,1,"""complete disregard for passengers""","✅ Verified Review | San Francisco to Singapore with Singapore Airlines. I was very disappointed at the poor handling of my cancelled flight from SFO to SIN. Myself and a significant number of other passengers were not given any notification about the cancelled flight prior to arriving at the airport. I am also aware of passengers who had been waiting at the airport for more than 12 hours and did not receive any notification from the airline about the cancellation until the last minute. Moreover, despite trying for hours to call their hotline, I was perpetually put on hold. This was also the experience of other passengers. Ground staff refused to open their check-in counters to assist with our enquiries until 9.40pm and even then they were late by 20-30 minutes. Can you imagine the feeling of confusion and uncertainty when the airline was not contactable over the phone or on the ground to tell us whether the flight was delayed or cancelled. I have since written in to the airlines customer service and more than a week has elapsed without any reply or explanation - mirroring the complete disregard for their passengers they displayed during the cancellation."
2016-05-29,7,7,"""service and staff were excellent""","First time on Singapore Airlines Premium Economy from Sydney to Paris via Singapore and as usual with SQ the service and staff were excellent. Boarding in Sydney was well-handled with no pre-take off drink offered. Seated in front row 31A and B with screen on the wall. Food served promptly with drinks offered and juice or water brought around during the flight. Landed in Singapore on time and spent the transit in SQ 1st Class lounge due to Virgin Australia FF Status. Flight to Paris left at 10 past midnight and boarding was a little chaotic with no-one really taking notice of which lane they were supposed to be in. Seated in 33 H and K for the long flight to Paris and noticeably less leg-room than the front row. Cabin was only half-full so some people moved to vacant rows, however due to seat design they couldn't really stretch out. Which comes to my only complaint which is the design of the seats. They would possibly rank as the most uncomfortable airline seats I have ever sat in. They are too short in the squab (where you sit) and the leg rest is almost useless. I would hazard a guess that some seats in economy are more comfortable. Overall if you have only ever flown economy you would probably appreciate the slightly extra leg room and the bigger screens but overall I would save up and fly business class. The other thing with the A380 is you can't rest your head and pillow on the cabin wall as there is quite a gap between the two."
2016-05-25,9,9,"""professional on-time performance""",✅ Verified Review | Adelaide - Singapore - Manila on May 23 in economy class. A very professional on-time performance by all crew. This was my first flight with this airline and I can understand why they have such a good reputation. The only comment is that the entertainment system was not as good as Emirates.
2016-05-20,8,8,"""treat passengers quite well""","✅ Verified Review | Tokyo Narita to Los Angeles with Singapore Airlines (SQ12). A380 on the upper level Business Class section. Service on Singapore Airlines is top notch, staff are very friendly and professional and treat passengers quite well. Food and drinks selections are excellent with a wide range of choices available. Having flown on several A380's primarily those operated by Singapore Airlines, I have found that this one offers some of the older seating which I am not terribly fond of. My problem with the seats is that the foot rest shelf is offset and does not allow for one to site with their legs straight ahead, instead you have to angle your legs slightly which is uncomfortable. Also on these older planes, the electrical controls for the seats are showing their age and heavy use by being slow to respond or not respond at all. For converting your seat into a bed, there is unfortunately no information provided and either requires you to spend a great deal of time figuring it out or waiting for an attendant to help you (or watch them while they help someone else). Basically the latch to release the seat back is located on the upper outer edge towards the aisle, but is well concealed so not easy to find even by touch. You must also make sure that the seat is in the full upright position before trying to convert it to a bed. Another problem that I have encountered is that the temperature in the cabins is usually on the warm side which makes it difficult to sleep well. With regards to inflight WiFi, it would be nice if this was included for Business Class and Suites passengers considering the cost of tickets on Singapore Airlines. Overall though I greatly enjoy taking this flight from Narita to LAX since the A380 is quite comfortable and less prone to the effects of turbulence."
2016-05-11,8,8,"""staff were super attentive""","✅ Verified Review | For a different experience, I decided to try out the new Premium Economy seats from Sydney to Tokyo via Singapore return. Between Sydney and Singapore I was in 35A and 31A to Tokyo, the same on the return. There is no overhead locker space for 35A as the partition wall blocks the cabin bins, while 31A has a single storage pocket on the bulkhead, stuffed with magazines etc, rather than the double pockets on the seat backs. I utilised the Book-The-Cook service on all legs, which were nice meals but nothing to really to separate them from regular inflight meals in terms of presentation. The seats were nice and comfortable with excellent width, recline and nice leg rest. The big bonus was the generous 13.3"" screen size which was clear and wonderful for watching the IFE. However the high wall mounted screens in row 31 meant that any movie I watched or personal photographs I wanted to view, they would be on view to the whole cabin. Whilst seated in 35A, I could clearly watch what was on the screen of the person in 31K for example. The staff were super attentive as they always are on an SQ flight. The only hassle was the Auxiliary Power Unit failing on the SYD-SIN leg which meant that there was no AC boarding the flight and a prolonged wait to depart the the flight at Changi Airport."
2016-05-09,6,6,"""abrupt manner of cabin crew""","✅ Verified Review | Singapore to London Heathrow. Efficient boarding process was let down by abrupt manner of cabin crew on entering the aircraft. Hot towels were almost thrown at passengers. The lack of finesse continued throughout the flight. The meal choices at dinner and breakfast were poor. On this route it is reasonable to expect one western choice of food. Hot drinks were also served with the meal trays, so by the time meals had been eaten he drinks were cold, unlike on other airlines where a separate drinks service is offered."
2016-05-08,9,9,"""they did not disappoint""","Sydney to Singapore return. Hadn't flown Singapore Airlines for six years and they did not disappoint. Boarding on outbound leg in April and inbound in May was organised and effectively monitored in Groups. Service on both flights was friendly and efficient and entertainment program was easy to use with lots of variety. Flew A380 to Singapore and it is so much quieter with slightly bigger toilets and even quieter flush noises than Boeing 777. The food on both legs was tasty, but nothing special. I ordered low sodium meals and I just felt they could have done more regarding how much food you got accompanying the main meal. 3 or 4 slices of Rock Melon and 3 Grapes and a mediocre bread roll, really? But I am being picky as it was more plentiful with Thai and Emirates a few years ago. Maybe times have changed. Did get hot towels though and as I said, service was very friendly and accomodating. Seating also comfy with plenty of leg room in Seat 54C."
2016-05-08,7,7,"""attendants seemed very tired""",✅ Verified Review | Manila to Zurich via Singapore with Singapore Airlines. Departure from Manila International Airport was delayed for about 2 hours because of air traffic. During the flight we get dinner. The fish and the desert was delicious but the fried rice was just steam rice. Entertainment programm was outstanding with a large choice of new relesed movies. The flight was very smooth and the flight attendant were very cheerful. After we landed in Singapore I had to hurry to my next connecting flight to Zurich. The flight between Singapore and Zurich was smooth but the meals were one-sided. We get for dinner and breakfast fried rice dish with fish or chicken. I expected at least one noodle dish in this sector. The flight attendants seemed very tired and unmotivated.
2016-05-02,5,5,"""most uncomfortable 15 hours""","✅ Verified Review | Manchester to Singapore on the 4-class Boeing 777-300ER. Outward journey from Manchester on seat 41H, paying extra for so called extra legroom! As this seat faces the aisle in front, a curtain is closed separating Economy from Premium Economy. This means your feet need to be tight against the seat itself as the curtain is less that 18"" almost directly in front meaning your feet are in danger of being tripped over or run over by the trolley. A most uncomfortable 15 hours. The return trip from Singapore on seat 41C was slightly more bearable because the curtain was kept open the entire trip."
2016-05-02,8,8,"""better than envisioned""","✅ Verified Review | Perth to Singapore return. My wife and I thought the flight was fantastic. Our flight to Singapore from Perth was better than envisioned, as they found out it was our anniversary and treated us very well with better seats, champagne and cake when we arrived in Singapore. We were made to feel quite special. Our was return flight was very good as well."
2016-04-30,10,10,"""a fantastic flight""","✅ Verified Review | Taipei to Singapore, and a fantastic flight, well organised boarding led to early departure. Crew friendly and attentive. Quick response to requests with lovely smiles. Great inflight entertainment with large TV and movie/music selections. Meal was tasty (had the black paper beef, veggies, fry rice). Plenty of seating space."
2016-04-28,10,10,"""pleased with positive attitude""","✅ Verified Review | Singapore to Manila return. On my outbound flight, cabin crew welcome at the aircraft door and they escorted me to my seat and helped to place my hand carry-on bag. I was pleased with the positive attitude that staff displayed throughout the flight. My flight back to Singapore was the same, and my biggest concern was getting a 2 seater window for my friend and I. Onboard the Boeing 777-200, 99% of the aircraft is configured 3-3-3 seating. I highlighted my concerns to cabin crew and she spared no effort trying to find a 2 seater seat in the economy cabin, though she was not able to do so."
2016-04-28,10,10,"""recommend this airline""","✅ Verified Review | Johannesburg to Taipei via Singapore return, and this is the 19th year I have flown with Singapore Airlines, and the standard and the quality of the airline has remained at a very high standard. We always get the seats I reserve for my brother and I, cabin crew friendly, food is very good, and seats are comfortable. Last time when I arrived at Taipei, I was informed (when I reached the baggage collection section) that my baggage didn't come through, it is at Singapore, and the airline said they will sort everything out for me, just need to leave a cellphone number and the address. I received my baggage the following day, which was very efficient. I recommend this airline."
2016-04-27,5,5,"""pretty disappointing""","✅ Verified Review | Flew Singapore Airlines flight 421 Mumbai to Singapore in Economy on a retrofitted Boeing 777-300. Pretty disappointing. Boarding was delayed due to late incoming a/c. But no announcements at all - passengers got agitated when no boarding call was given even after 45 mins after scheduled boarding time, staff seemed a bit nervous. Not expected from SQ at all. Onboard, my IFE (seat 52A) didn't work properly. Screen was grainy and without colour, no audio. Crew tried to reset it, but still in vain. So ended up watching a movie on my mobile. Windows were stained too. Seats not very comfortable, didn't recline well. Not sure if its by design, or due to some technical fault. The check-in staff were very polite. Onboard, food was good. Had ordered Indian Veg meal, was of top quality. Toilets clean even after 4 hours of flight."
2016-04-24,10,10,"""best business class seats""","✅ Verified Review | Copenhagen to Singapore, returning from Singapore to London in business class on Singapore Airlines. Another top experience with SIA. The best business class seats for my 191 centimetres. Good champagne, good wines and pleasant crew. Good entertainment on new screens. And luggage on the belt when walking through no-queue automatic self immigration in Singapore."
2016-04-22,10,10,"""not hesitate to use again""","Singapore Airlines is deserving of a 5 star rating. Flew from Surabaya to Bangkok via Singapore. Food is the best I've tasted on an airline, flights left and arrived on time or early. The cabin crew were friendly, attentive and professional and quickly responded to the call button. The facilities, ambiance and efficiency at Singapore Airport should be the envy of all airports worldwide. Although the final leg of my journey from Singapore to Surabaya was with their subsidiary Silkair that uses short-haul aircraft without the entertainment facilities of Singapore's long-haul services, they couldn't be faulted either given the flight was short-haul. Overall I will not hesitate to use Singapore Airlines again and would happily pay a premium to go with them over one of their competitors."
2016-04-22,7,7,"""staff were efficient and friendly""","Flew Singapore Airlines from London Heathrow to Singapore. Check was smooth at priority desk. I was offered a change to a front row seat which I accepted. Big mistake. Although giving extra leg room theses seats do not have foot rests, which render the leg rests very uncomfortable. The cabin staff were efficient and friendly. Sadly the meals served were not good. My pork main course was tough and stringy. There was no dessert only a minute piece of cheese, and some equally minute crackers. The breakfast was better, but my hot dish was served cold. The premium above economy fare, I expect a much better standard of meals."
2016-04-22,8,8,"""cabin crews friendly""","✅ Verified Review | Melbourne - Singapore, SQ218, 16 April 2016, 40K. Had a bit of trouble with check-in, I could not check in online due to age restrictions as I'm under 18. If they don't permit me to check in online they should do something to the app because I could check in on my phone's app. Onboard, supper was good, amenities were good and seats were fine. Breakfast was delicious and cabin crews friendly. The IFE in my seat didn't work very well especially for videos. Overall this was a great flight, arrived 1 hour early allowing more leisure time at Changi."
2016-04-20,9,9,"""food quality was better""","✅ Verified Review | Bali to Bangkok via Singapore. I could have flown direct but found a very competitive fare on Singapore Airlines. Slightly delayed departing and arriving into Singapore. This was due to air traffic not the airline. The Captain was very prompt in keeping the passengers up to date. Three flights on the A330 and one on the Boeing 777-200. I did prefer the A330, the leg on the 777 was full and as always the crew worked hard. Food quality was of a better standard than my last SQ flight. It does show a huge standard between catering out of Singapore and some other destinations. Will continue to fly SQ."
2016-04-19,7,7,"""service and cabin crew nice""","✅ Verified Review | Took this flight from Hong Kong to Singapore on a business trip. Nice and real business class in a bit of an older style. Service was great. While service and the cabin crew were nice, I was quite unhappy with the cockpit crew. Upon departure the pilot talked about fair weather conditions, nothing unusual. He did not mention with any word that we need to be seated for 2 hours and being shaken around in turbulence. It even got that bad that the captain got the cabin crew seated because he said it is too dangerous for them to walk around. But 5 minutes after that, the captain comes out to go to toilet? It is not a shame to tell passengers that there may be turbulence en route."
2016-04-18,9,9,"""smooth and pleasant""","✅ Verified Review | Flew Dubai to Melbourne via Singapore. I found the flight very enjoyable and on par with previous flights with Singapore Airlines. Check in on both the going and return trip was smooth and pleasant. The theme was reflected across the rest of the flight meaning at no point was I left feeling stressed or perturbed. I especially enjoyed the return flight from SIN to DXB since they had used a newly refurbished 777-300ER which had all the new bells and whistles, incl. touch screen IFE and refreshed seats. While I did not use the in-flight Wi-fi, it was good to know it was available and operating."
2016-04-17,9,9,"""grateful for their assistance""","✅ Verified Review | Singapore to Perth and return. We were pleasantly surprised to be greeted by name when we boarded the plane. Crew took time to make my kids feel comfortable on the flight. Cabin lights were turned off about an hour after the flight and then breakfast was served at about 4am. Unfortunately, my husband was taken ill shortly before landing – thankfully there was a doctor sitting just across the aisle from him. The crew was amazing – they thought and took care of every little detail. My kids and I were given assistance through the airport, and even helped into the taxi to go to the hospital. I didn’t manage to get anyone’s names but I am very grateful for their assistance. SQ214: Again, impressed with service. Senior crew was outstanding, some junior crew seemed a bit indifferent. Seats on both flights were comfortable and acceptable for a medium haul flight (they were angled flat seats ie. old business class). For anything more than 7 hours, a full flat would be perfect. Selected breakfast from book-the-cook for SQ225 flight, which was delicious. IFE kept the kids entertained the whole time."
