date_published,rating_value_10,rating_value_5,title,body
2025-04-02,2,2,"""the screen of my seat was not working""","✅ Trip Verified | Brisbane to Singapore on flight SQ256. I had a bad experience during this flight. Because the screen of my seat was not working I informed the staff. He told me that there was nothing that could be done. He told me to share the screen with the person sitting next to me. How ridiculous! The unpleasant experience didn't end there. When it was time for the meal service, I was told that the food I ordered was no longer available. The staff said that there was only one option left. I expect better service and solutions from an airline, regardless of whether I'm flying business or economy class. We pay for the service, and it's reasonable to expect a certain level of quality and professionalism"
2025-03-20,7,7,"""average in terms of comfort""","✅ Trip Verified |   Checkin at BKK very slow with a long line of passengers. It took me over an hour to reach the checkin counter. The station manager came, shrugged her shoulders and left. Flight itself on time and uneventful, food decent, although lukewarm. The long 13 hours flight was on the mighty and quiet A380. Flight left on time and arrived about an hour earlier than scheduled. Food was ok, but nothing to shout about. IFE and complimentary WiFi was very good. Seats average in terms of comfort and legroom."
2025-03-19,10,10,“Always excellent service”,"Not Verified | Excellent services as usual by Singapore Airlines from Darwin to Singapore on 13 March 2025, even though I was fasting and unable to eat my foods they didn’t forget to give me a box of dry foods and drinks to break my fasting. Thanks a lot to the cabin crews. Flight from Singapore to BKK SQ710 on 14 March was great too. Always excellent service."
2025-02-23,9,9,"""Everything is premium""","Not Verified | I recently flew in Singapore airlines. Everything about the airline is premium. Check in experience, the gate allotted to them, time performance, crew. Flying in A380 was itself unique experience. Seating comfort could have been better though, otherwise it's a 10 out of 10."
2025-02-05,2,2,“disappointed on this trip”,"Not Verified | Pretty disappointed on this trip on SQ. Initially from Seattle the entertainment system was not working for over an hour. Wifi on board even after I logged in with my Kris flyer ac could not connect. Flight attendant did try to help but she could not figure out. 2nd flight, SQ510 from SIN to BLR delayed over an 1 hour 45 mins.Just a series of frustrating experiences on SQ this time as I have traveled at least 4 to 5 times in last few years. Lots of my friends suggested Qatar which probably will be my next choice."
2025-02-05,10,10,"""best airline I've traveled with""","✅ Trip Verified | This airline is world class and knows how to treat it's customers with professionalism and respect. Hands down, the best airline I've traveled with, (and I've traveled a lot). If their standards remain top notch, I'll be a customer for life."
2025-02-04,1,1,"“We didn’t ask for much""",✅ Trip Verified | It was our honeymoon and this airline couldn’t care less. We didn’t ask for much but the rudeness of their online staff really took away from the experience. Very disappointing approach from what I thought was a reputable organisation.
2025-01-30,6,6,"""All I got were apologies""","✅ Trip Verified | I did the automatic 48-hr online check-in. We arrived at LHR Terminal 2 early at around 0615, and our flight was scheduled 0910 (LHR- SIN-MNL). Upon arrival in the departure area, we found out, through airport personnel that our flight is delayed due to late arrival of the incoming plane. Very tired we were instructed to join a long queue and stood there for about 30 minutes, just near the gate of the Term 2. Few minutes later, we were instructed (again) to join another queue and stood there for another 20 minutes. To make the story short, we boarded the late aircraft. Adding to the bad experience, my paid seat did not adjust but stuck to its upright position. Singapore Airlines is a great airline. I used them before. I flew with them last Oct 2024 on same route. All I got were apologies. I am sad but surely I will try to avoid SA in future."
2025-01-28,6,6,"""thoughtful, polite and lovely stewardess""","✅ Trip Verified | It makes my day to be served by caring, thoughtful, polite and lovely stewardess that hard to come by as far as SQ is concerned serving own homeland. A great applaud to Natalie. For the moment we step into the plane and settle down, this lady greet us with broad smile. I am so grateful of her coming to my rescue to help me ease my gastric by going the extra mile to get me biscuits and hot drinks when they are busy out of their normal routine and SOP. Caring enough to come by to check on me that Im well. When we ask for drinks that help to soothe my daughter vomiting, other staff just cant help and said they cant do anything. Here come our hero Natalie, whom with her sincere thoughtfulness and care to fetch my daughter a hot peppermint tea which is not serve in economy class. Hopefully, the next round, I will meet her again . She deserve to be the one wearing green uniform . Well done Natalie! You are a role model for rest to follow."
2025-01-19,6,6,"""The product has changed""",✅ Trip Verified | My first time on SQ since before the pandemic and was looking forward to it. The product has changed however and not for the better. The meal has no menu (WiFi version didn’t work) and there are no branded products on the tray. Alcohol is available but only on request. Drinks are served without snacks or a napkin. Mid flight snacks are available. IFE is poor compared to other premium carriers. Crew were immaculate and excellent as always. Good VFM ticket too.
2025-01-06,5,5,"""did everything to support me after that""",✅ Trip Verified | I want to acknowledge the excellent service and hard work of the flying crew who are amongst the best that I have flown with. However as a wheel chair passenger I have to flag the fact that whereas Malpensa Airport ground assistance was excellent at Changi airport for the second year in a row I was dumped outside the boarding gate by the ground assistance staff and left to flag down a passing attendant to get help to get into the boarding gate. Assistance had been requested on all sectors to the plane entrance. The guy who dropped me off outside the gate said he would contact staff to help me to the plane which he either never did or they failed to respond. Subsequent confusion and physical stress at the security check in despite a visible tag indicating my assistance required status. The ticket officer was not very understanding and seemed to imply that there was no problem since I had made it. The cabin crew supervisor did everything to support me after that and as I said I have no complaints about the quality of the flight staff and their service on board on both sectors.
2024-12-30,10,10,“Outstanding service”,"✅ Trip Verified | Outstanding service from the cabin crew, who made passengers feel welcome with every interaction throughout the flight. They have been very well trained in hospitality. Food and beverages were plentiful and tasty, and passengers were free to get snacks from the galley (even in economy class) in between the 2 main meals served. The range of options for movies was impressive. I would go out of my way to choose this airline in the future, even if it meant paying more compared to a competitor."
2024-12-30,4,4,"""prioritizing paid seat selection""",✅ Trip Verified | I took a SIA flight from SG to Hanoi with my wife and Son on the 15 Dec. It was very disappointing that we found out that my son was seated few rows behind us when there are 4 empty seats in front of me and my wife. It happened again on our return trip SIA is prioritizing paid seat selection. I don't think I will fly with SIA anymore
2024-12-22,10,10,"""Perfect service from the cabin crew""","✅ Trip Verified | Perfect service from the cabin crew, even in economy class. With a full flight they still managed to maintain a high standard of attentiveness. Ample food provided. WiFi didn’t work for the full duration of the flight however."
2024-12-09,10,10,"“Truly service, elevated”","✅ Trip Verified | Truly service, elevated. Almost every step of the way, the customer and service were at the forefront. I won't comment much about the food, but it was acceptable. Cleanliness was also prioritised. The real gems are the well trained crew all around. From ticketing to ground to sky. For such a huge airline there are bound to be misses but most are above average and class leading, and this is something other airlines would struggle to achieve. Well done and they deserve all the accommodates for the work the management has put into making the airlines experience an elevated one."
2024-12-04,6,6,"""did not exceed my expectation""",✅ Trip Verified | My first time with Singapore Airlines did not exceed my expectation. The aircraft they use on our flight from Auckland is old. The lavatory was not well maintained. Some of the cabin crew are also disappointing.
2024-11-27,10,10,"""Cabin crew were so attentive""","✅ Trip Verified |   Singapore Airlines did a great job on a very full flight. Cabin crew were so attentive. Constantly coming up and down to offer drinks etc. Even a hot towel half-way through. I often fly with Qatar and there’s very little to choose between the two. They are without a doubt the two best airlines in the world, a significant level higher than the rest of the pack."
2024-11-20,2,2,"""not easily able to access the bathroom""","✅ Trip Verified | My daughter and I flew Singapore Airlines on our trip to Khao Lak in Thailand. We decided to go for what we thought was a reputable airline so we could have an enjoyable journey. We booked early and selected our seats, as we both had mild anxiety and medical conditions which necessitated a seat near the bathrooms. On our return flight there was a delay with flights which resulted in missing our flight from Singapore to Melbourne. We were placed on the next available flight, which was about 3 hours later. There were about 60 people in the same situation I was told, so there was a lot of chaos in getting new boarding passes, etc. We had no say in the seats which we placed in and of course they ended up being in the middle seat of the middle aisle. My daughter was extremely stressed as she was placed between two elderly people with mobility issues, and was not easily able to access the bathroom. The flight was initially very hot until they eventually managed to adjust the air conditioning. We were entitled to have an evening meal, but the only food we received was a pizza slice and breakfast. We ended up paying for a service which we didn't receive. I did write to Singapore Airlines and received the usual spiel about caring about customers"
2024-11-15,10,10,"""a pleasure to fly with""","✅ Trip Verified | A pleasure to fly with Singapore Airlines. Newer airplanes, best services, perfect entertainment system with plenty of choices, newest cabin. Flight crew the most professional and adorable."
2024-11-09,10,10,"""in-flight service was top-notch""","Not Verified | The best airline I have ever traveled with. The entire experience was fantastic. The staff were incredibly friendly and attentive, and the flight was smooth and comfortable. The plane was clean and well-maintained, and the in-flight service was top-notch. I have no complaints, only great memories."
2024-10-31,1,1,"""might receive complaints from other passengers""",✅ Trip Verified | 2 adults and 1 toddler travelling. We redeemed 2 business ticket via miles for wife and kid at full adult cost and an adult economy due to limited seats available. My spouse is heavily pregnant. They wouldn't even let me sit with my 2.5 year old to help my family though I clearly explained that I wouldn't need any business class meal or service. The flight staff's excuse was that they might receive complaints from other passengers.
2024-10-30,3,3,"""Only two meals served""","✅ Trip Verified | Worst airline food service. Only two meals served in a 17 hour flight and no snacks in between. For the second meal they ran out of vegetarian meal and only offered fruit. And when I expressed disappointment, they gave me a vegetarian meal. Secondly, they played an elevator music for one full hour during landing."
2024-10-11,10,10,"""one of our most enjoyable flights""","✅ Trip Verified | We flew Singapore Air;ine (SIA) for the first time. The checkin and boarding was very smooth. The seat was quite large and comfortable. The cabin crew were very nice and friendly. The food on BKK-Singapore route was quite tasty and on Singapore -Seoul route was excellent. They provided Free WiFi on both route wghich make us very happy. The entertainment (Movie, TV and Music) was great. This was one of our most enjoyable flights."
2024-10-05,10,10,"""Excellent for economy""","✅ Trip Verified | Excellent for economy. Five hours into flight and the seat was still comfortable - soft and firm in the right spots. The breakfast was good for economy. Large enough portions. Taste enough with variation on the tray to add interest. Cabin staff outstanding. Friendly and attentive. Quality tv screen. Easy to operate with a wide variety of programs. My transmitter that enables my wireless headphones to connect, doesn't always work on left and right. No problems on this flight. Power outlets for mains and USB. The best boarding process I have used, why don't all airlines do this? After showing boarding pass and entering the gate lounge, we were seated in boarding groups. Then each seated are group was called up in turn. Much more efficient than calling out the number of the boarding group and hoping every one has heard and no one tries to queue jump."
2024-10-02,1,1,"""dismissive and unapologetic tone""","✅ Trip Verified | My sister made an error in the booking, and I called the airline to see if I could change the return destination. After providing the necessary booking details for verification, the representative asked for the email associated with the ticket. When I explained that I couldn’t find it, the response I received was surprisingly abrupt and unprofessional: ""That’s not my question."" The tone was far from what one would expect from a customer service agent tasked with assisting passengers. The conversation continued with the agent asking if I was authorized to make changes to the booking. I explained that my sister had asked me to call, and I was met with an impatient demand for a ""YES or NO"" answer, with no effort to seek proof or confirmation of my authorization. Once I responded affirmatively, I was informed that the ticket could not be changed from the original destination, and no alternative options or further assistance were offered. The interaction left me with the distinct impression that providing help or exploring solutions was not a priority. The dismissive and unapologetic tone from the representative was disheartening, especially considering the airline’s reputation for excellence. I understand that policies around ticket changes are firm, but the lack of courtesy and helpfulness in communicating this was disappointing. It’s unfortunate to see a disconnect between the airline's esteemed reputation and the actual service provided."
2024-09-18,10,10,“Moon Festival Treats were a nice touch”,"✅ Trip Verified | SQ22 Solo Seat. Boards on Changi didn’t have the flight listed for awhile. Had to wait. Made it to the gate, which opened on time. Boarding commenced. Crew friendly, and warm. No bottled water in the water holder. Took off on time. Fell asleep when the First meal came out, and crew woke me up. Noticed they had put my window shades down. Champagne was served in a Glass. They ran out of food, and I had to have the Shrimp option. Was good, and the Moon Festival Treats were a nice touch. No second round of drinks. One Lavatory was a disaster and a broken sink. Second meal came out, this time Champagne was in a Plastic Cup. Snacks, and sandwiches were left out. Arriving in to EWR early, with the Luggage Carousel not working. Can’t wait for the next SQ21/23 trip!"
2024-09-17,10,10,“Little touches are always nice”,"✅ Trip Verified | SQ191 HAN-SIN in Economy. Staff at SQ HAN counter friendly, polite, and warm. Was verified that I checked in online, quickly received boarding pass, and luggage checked in. Gate area seemed that there was not enough seating. Incoming aircraft arrived late, with no notice/announcements. Boarding Announcements were made, and orderly Started boarding. Crew at the door politely greeted me, and commented on my Rimowa Attaché. Little touches are always nice. Crew did a good job seating everyone. Pushed back, and took off. Served a meal, options available. Crew continued presence, and strong service. Cabin prepared for arrival, and Landed into Changi T3."
2024-09-17,10,10,"""warm, vibrant, energetic, and friendly""","✅ Trip Verified | SQ192 in Economy. Gate area was roped off, with traffic going around. Don’t know why, cause as early as 0600 the Information said SQ192. Gate opened extremely late. Ticket quickly verified, and boarded. Was escorted to my seat. Crew warm, vibrant, energetic, and friendly. Short Taxi out, close to runway, and took off. Had a small meal, which was nice touch for a Regional Flight. Landed early in HAN, and I wished a Trainee Cabin Attendant best of luck on Qualifying. Debarking, There was no direction to the Luggage Carousel, no information on it, and no ground staff present. Once again SQ Needs to be training their ground staff, to get better."
2024-09-13,9,9,"""The staff were excellent""","Not Verified | First time on Premium economy and with Singapore for some considerable time. We were travelling from Syd via Singapore to NYC. We had a 12 hr stop (air side) in the Aerotel at Changi between flights. The flight from Syd left pretty much on time on SA's A350-900 for the 8hr trip. Premium economy is set up 2 x 4 x 2 and we had seats 32A and 32C for this leg on the left side of the aircraft. The in flight service was pretty much as we would have expected and hoped for - excellent. We were provided with hot towel before a small glass of sparkling wine (new for us). The seating was a step up from economy being slightly wider and with the increased pitch and recline (plenty of YouTube reviews of this). The trays were stowed in the centre partition between the seats that prevented this from being used as might with an economy seat - but wasn't an issue. We took advantage of the Book the Cook option for meal selection, which was quite extensive (but not available for all services). This meant stewards checked and confirmed our orders and we were served early. The food was overall very good on this flight and they provide you with a full meal service, that is individual small salad, separate mains, dessert, condiments, full steel cutlery, ceramic or porcelain dishes, water, cloth napkins and tray liner. Could not complain and food quality was very good. Qantas could learn a thing or three from SA regarding full carrier meals services as their standards have dropped significantly in recent years to a single one dish type of offering. (at least in their economy class) Additional drinks including tea/coffee, wine, beer or spirits were service just after meals were delivered and on request throughout the flight. Some additional snacks were available from the galley or on request. Most importantly the flight was smooth and seamless as was the on time and safe landing at Changi. It was a bit of a treat having experienced Premium economy and would recommend trying this if able to do so particularly for longer flights. We found the 8+ hrs to Singapore wasn't to much to manage in economy. However of our 4 flights despite being great was probably 4th in overall comfort and experience. Flight 2 - SQ024 - Singapore to NYC - A350-900 We had the 18+ hr flight from Changi to JFK in NYC coming up (which is currently the longest commercially operated flight). This flight only caters for 2 seating classes, Business and Premium economy there is no economy available on this flight due to logistical considerations and overall much less passenger load. We were seated in 39A and 39C for the flight. Again departure was pretty much on time and we set off on this epic journey. The staff were excellent and again we had opted for the Book the Cook menu selection for some of our meals. We were very fortunate with this flight path that passed over Alaska/north pole region and had fantastic views over the upper Rocky Mountains and skirted by Mt McKinley (highest peak in N. America). The 18+ hours passed relatively easily and Singapore Airlines on board entertainment suite provided ample selection to keep you amused. Additional drinks etc were offered throughout the flight. JFK arrival late afternoon/early evening was on time."
2024-09-13,10,10,"""It’s a serious pleasure""","✅ Trip Verified | SQ23 in Premium Economy. Booked in May, no Solo Seat available. Check in at JFK was extremely efficient, and controlled, even with the new machines. Staff friendly. At the gate, announcements were terrible. Seemed like agent wasn’t used to speaking on the announcement system. Boarding was delayed because of? Upon boarding aircraft was rather cold. A few passengers complained, and the crew explained “it’s central controlled A/C”. Took off late. Steward came by with Bottled Water. Throughout the flight aircraft was freezing, and I had to use a blanket. First drink run I had Champagne, but plastic glasses used. Served first meal, and had 2 options. I had the Thai Curry Beef, really tasty. Constant drink runs commenced. I dozed off, waking up to a snack. Crew were friendly with snacks, offering drinks and sandwiches. Second meal was served. I ordered the Shrimp, but got Cheese Omelette. Engaged the staff, and they replaced it. Constant drink rounds, with snack sandwiches at the back, and a Flatbread Pizza finally. Crew prepared us for arrival, extremely professionally, and assisting as needed. Landed before 0500, yet departed over 30 minutes late. It’s a serious pleasure to be SQ21, and SQ23."
2024-08-29,8,8,"""definitely enjoyed the flight""","Not Verified | It was actually my first time going to Auckland in a A350. My Sister's TV screen was not working and they immediately fixed it. This is what I call efficiency. When we took off, about half and hour later, the cabin crew started breakfast service. I chose the nasi lemak and orange jucie. Very good! Only downside was that it was supposed to be fried chicken but the chicken was breast meat. But I don't blame them for that. Cabin crew were extremely friendly. Food was very very good too. I definitely enjoyed the flight."
2024-08-29,9,9,"""consistently high quality""","✅ Trip Verified | Singapore Airlines continues to provide consistently high quality on-board service. Cabin crew are always polite, friendly, helpful and professional. Seat design varies according to aircraft type and route. Some work better than others. Lounge quality varies - especially when not operated by Singapore Airlines. Food and beverage quality, choice and delivery remain a very high standard. Cabin service runs like clockwork and team co-operation works well and this shows. IFE was excellent. Priority tags sometimes don't work in that priority baggage arrives anytime - not always first."
2024-08-28,7,7,"""ground service was appalling","✅ Trip Verified | The ground service was appalling. Singapore Airlines does not seem to have much of a presence in Dubai anymore and DNATA handles everything. To say that the check-in counter staff was inefficient and ignorant would be an understatement. She did not even know that Scoot Airlines is a partner of SQ and had no clue about which terminal it operates, and worse still she gave the wrong information. In-flight service and food were excellent as usual but on arrival, the ground staff were again inefficient. IFE was outstanding and the free wifi was well appreciated. SQ has a weird policy of not providing amenities and will only offer it if asked for."
2024-08-28,3,3,"""they are unable to compensate me""","Not Verified | I have flown SQ for years and also reached Solitaire status with them for the last few years. Generally, I have always been happy with their service until I encountered a problem. My recent experience with them on a flight from Sydney to Singapore was more than disappointing. The flight was supposed to leave at 11:00 am. However, when I arrived at the airport at 9:00 am I was told that there might be some delays due to technical problems. When I finished immigration and security, I was made aware that the flight was delayed to after 6:00 pm. No one from Singapore Airlines was available to talk to as I was looking to leave the airport and go back to the city instead of waiting the whole day at the airport. Unfortunately, the lounge was also closed due to renovation works. Luckily, we could use the Air New Zealand Lounge and employees there kept promising us that a SQ staff would come and talk to us in 10-15 minutes. In any way, they said that there will be an announcement when the SQ staff would arrive. Well, the staff never showed up until a couple of hours later and there was also never an announcement. Since SQ also just sent one rep, the queue was quite massive. While waiting in the queue a rep called me (I assume that happened because of my high tier status) and offered that I could rebook to the 3 pm flight but they would need to downgrade me to economy class. After asking them about the fare difference, they confirmed that the far difference will be compensated in cash later. I therefore accepted the rebooking. At the time when I was boarding the plane and they were scanning my ticket, they were suddenly asking me to sign a letter. After asking about the content of the letter, they told me that they would compensate me $400 but I would drop any further claims. I told them that I would not sign a letter I have never read while a queue is standing behind me and proceeded to board the plane. Since, I have not heard from them since that day, I was following up on my compensation. Their response is that they are unable to compensate me and said they would give me 20,000 KrisFlyer miles instead. I did enjoy flying with SQ in the past and their cabin crew is second to none. However, dealing with SQ corporate when there is a problem is something I would like to avoid in the future. So I have decided to change airlines once i used all my miles."
2024-08-25,10,10,"""I had an amazing experience""","✅ Trip Verified | This was my first time for me to travel with Singapore Airlines. I had an amazing experience, food was wow and customer service excellent, very neat and tidy well organized. I will recommend to my Aussie kiwi and Fiji friends."
2024-08-22,7,7,“meal was not provided”,"Not Verified | I am writing this review for the muslim meal preference, I requested for the muslim meal but meal was not provided, they said we have not booked, but we had booked, it was really sad, I didn't expect this from Singapore, first time it has happened to me. Really disappointed, they said it was not booked, but my agent rechecked it and it was done"
2024-08-22,6,6,"""amazing cabin crew""","✅ Trip Verified | My flight from London to Singapore on the 18th was delayed by about an hour. I was worried about making my connection to Tokyo and asked the cabin crew how best to proceed when I arrived in Singapore. They told me not to worry as ground staff would be there to assist. When I arrived in Singapore, the only assistance was ground staff saying 'Tokyo flight that way' and pointing. I ended up having to sprint through the airport (a very long way) and only just made my connecting flight. Either ground staff should have said that it was not possible to make the flight or they should have had transportation ready to get me to the gate quickly. Singapore Airlines made no effort to help me make the tight connection. As it was, my bags were unable to make it. This caused more inconvenience when I landed at Tokyo. Singapore Airlines ground staff were not very helpful. There were people around the baggage carousel to help me arrange delivery of my bags. However, the best that they could do was to offer to deliver the bags in two days. I said to the ground staff that if they couldn't deliver the bags for two days, could they provide me money to buy these essentials. They point-blank refused. I therefore insisted that the bags be delivered sooner. It was a real battle to get this sorted out and took almost an hour. This was after more than 30 hours after leaving my home in the UK. The ground staff seemed to have zero understanding of the fact that I was tired. They also kept offering to deliver the bags at times that I would be at work. It seemed a case of me having to work around their schedule rather than them having to work around mine. This whole lack of consideration for what was convenient for me after having had my bags delayed through no fault of my own, just added insult to injury. The airline also gave me a meal with fish in on the Tokyo to Singapore flight despite the fact that I had ordered a vegetarian meal. They did apologise profusely for this and gave me compensation in the form of a voucher. Singapore Airlines have amazing cabin crew. On all four flights, they went above and beyond to assist and ensure that I had a good journey. However, I feel like the airline is depending upon the excellent service/attitude of the cabin crew and that the rest of the airline's services leave a lot to be desired. The ground staff in particular were extremely unhelpful and seemed like they really were not interested in the customers. The check-in staff at London Gatwick were extremely unfriendly and rude. I expect good service all round from an airline not just when I am in the air. While I love the in-flight service with Singapore Airlines, I would seriously consider whether to fly with them again due to the very poor service/attitude that the ground staff seem to have. A five-star airline (which has been voted the best airline in the world on several occasions) should have more to offer than simply excellent cabin crew."
2024-08-16,7,7,"""wheel chair, I did not understand the logic""","✅ Trip Verified | Family of three travelled from Kochi to Singapore on 15/8/2024. While we arrived at the boarding gate at there was more than 12 wheel chair bound passengers queueing in the Economy Class and Business Class lane. We were waiting in the business class queue to board when the female staff boarded 5 Economy class passengers. When queried she informed us that they are accompanying a passenger on wheel chair, I did not understand the logic in 5 persons helping one passenger on wheel chair. The process was a chaos and mis-managed. We had to wait on the ramp leading to the airplane door for more than 20 minutes."
2024-08-15,4,4,"""worst if not the worst flight on SQ""","Not Verified | One of the worst if not the worst flight on SQ. Boarded last walked to my seat. FA was talking to the passenger seated in front of my seat. She acknowledged me and I sat down. No offer of pre takeoff drinks or hot towel. Same FA came to me and confirmed my meal order and said lunch would be served at 12pm. Flight was a day flight taking off at 9am. After takeoff again no after takeoff drink/nuts offered. Lights dimmed. Lunch was to be served around 1130am. So for 2 1/2 hours I did not see any FAs in the cabin. Nothing offered during that time. This is in Business Class mind you. Lunch service was the usual standard but honestly the crew were mediocre. Not to mention never saw the Inflight Manager the whole flight except just prior to landing. The seat was the regional type and I hate it. It's too cramped and uncomfortable. SQ your service has really gone down the hill. What has happened to the famous ""inflight service even other airlines talk about""? Very sad to see such a great airline before go down the drain."
2024-08-05,10,10,"""truly outstanding""","✅ Trip Verified |   My recent flight with Singapore Airlines was truly outstanding. From the smooth check-in process to the comfortable and well-maintained cabin, every aspect of the journey was exceptional. The in-flight entertainment options were extensive, and the meals were delicious and well-presented. A special thank you to Nur Atisah, whose remarkable service and warm demeanor made the flight even more enjoyable. Her attentiveness and care exemplify the high standards of Singapore Airlines and significantly enhanced my travel experience. Overall, Singapore Airlines delivers a superior flying experience, and I highly recommend them for anyone seeking comfort and exceptional service."
2024-08-01,10,10,"""Could not ask for better service""",✅ Trip Verified | Could not ask for better service. Went out of there way to help as my wife is in a wheelchair no matter what we asked for was no trouble. Even got chair as she could not walk to toilet. Thank you very mutch
2024-07-31,5,5,"""rude and disrespectful""","✅ Trip Verified | Just arrived today Jul 31 with SQ892. Flight full, Krisworld connection Wi-fi Inconsistent. Trio Flight attendant serving my row 67A is rude and disrespectful and showing impatient attitude when asking for more drinks and keep gossip nearby galley. Heavy rain and hard landing at 25R at 1345 and long 18 mins taxi docked at gate 5 at 1403."
2024-07-30,1,1,"“mismanaged, irresponsible”","✅ Trip Verified | I took a flight from Bangkok to Tokyo via Singapore and was told that one of my luggages could not be placed on the flight from Singapore to Tokyo. The ground staff in Tokyo explained that it was because the flight I chose had a short connection time. No, no, no, this flight was recommended by Singapore Airlines when I made the reservation, rather than my choice. She said the package was late because I chose it? I have never heard such a nonsensical shifting of responsibility before. Moreover, the ground staff explained that Singapore Airlines is not responsible for checked baggage and that this was agreed upon at the time of booking. Well, this is what I call an irresponsible handling. She further explained that the package would not arrive at my place only after 2 days. In Japan, logistics is so advanced that it is normal for a package to arrive on the same day as the shipping date if it is in Tokyo. When I pointed this out, they finally arranged for same day delivery after a 30 minute wait. In other words, it was Singapore Airlines' fault, but they would not make the best arrangements unless we told them. However, the next day I received another call. They don't know why, but I was told that my luggage was not loaded on the scheduled flight at Changi Airport again and did not arrive in Tokyo the next day. Will my package ever be delivered? I have found this company to be mismanaged, irresponsible, and responsible without any shame. Please be careful, everyone."
2024-07-26,10,10,"""quickly processed a full refund""","Not Verified | I recently had to cancel my booking with Singapore Airlines due to an urgent medical situation in my family. The customer service team was incredibly understanding and compassionate throughout the process. They quickly processed a full refund, which significantly eased our stress during this difficult time. I am extremely grateful for their professionalism and support. Thank you, Singapore Airlines, for your exceptional service and empathy."
2024-07-11,1,1,"""prevented me from logging in to my account""","✅ Trip Verified | As part of my student privileges I get 1 free change which they caused unnecessary delays of over 2 weeks to help me with. They have been asking personal information and the exact same documents repeatedly with me talking to different representatives over the same thing again and again. They will act like they want to help but will actually provide no transparency and will only waste your time. In fact, their technical team prevented me from logging in to my account and magically on making a complaint and sending them screenshots of reduced fares, they responded and took 2 weeks more to let me login to my account. Their actions need to be reported."
2024-07-07,5,5,"""No compensation""","✅ Trip Verified | Singapore Airlines quality has declined significantly over the years. I used to fly regularly but stopped taking it for a while until yesterday on a long haul flight from Houston. Food and beverage - Just above average. Beef bourguignon was overcooked and not tender. Chicken Tikka lacks flavor. Poor wine selection. Only one that was really good was the singaporean crab cake. Premium economy lacks leg room vs others. Pillow case is old and faded in color. Some parts of seat sides not cleaned properly. Entertainment Behind vs others. Live TV doesn’t work. Lacks in brightness and sharpness. Lack of TV series options. Worst, it was down the whole 24 hrs flight during my wife and kids travel on June 18th. They gave compensation vouchers but only for inflight shopping which lacks necessary / useful items. Wifi onboard while it’s free it lacks the speed. Amenities did not get any. Not even eye mask, tooth brush. Cabin crew no longer the proud “singapore hospitality” it once was. Some friendly and attentive, some others just wanting to get the flight over and go home. One even mistook connecting headphone to headphone jack as phone charging so she forced me to take it off during landing and when she realize she was wrong did not say sorry. During my flight from Houston on July 5th I suddenly received notice that baggage is transferred to another flight. While it’s good they notified early and they delivered to my holiday accommodation, had to wait for 8 hours without clothing and basic necessities and ended up doing last minute shopping. They acted as if it’s a normal situation. No compensation. Punctuality I have to say they still excel in this area (hence the two star). It seems likely that SQ has exercised significant budget cuts post covid to increase profitability. However, price is still high vs others so it’s time to take a reflection."
2024-07-04,10,10,“A fantastic flight!”,"Not Verified | A fantastic flight! Crew made me feel very comfortable from the first moment I entered the plane. The food was excellent, very tasty and refined and the wine selection was amazing. Thank you so much for making such a long flight a great experience!"
2024-06-28,9,9,“the best customer service”,"✅ Trip Verified | My wife and I flew Singapore Airlines from Frankfurt to Jakarta with stop over in Singapore on SQ25, and SQ964. I just want to commend all the cabin crews on both flights, they are such a dedicated crews and very professional. I ranked them as the best customer service in any airlines that I have flown before. The plane is a bit worn but they have maintained their interior, seats are comfortable, and is spotless. The inflight entertainments needs an upgrade, and meals were a bit degraded from the previous experienced with them, but I truly enjoyed flying with Singapore airlines for their friendly and top of the notch customer service."
2024-06-27,6,6,"""SIA can do much better than this""","✅ Trip Verified | Could not be more opposite to my previous flight. New A350 but very, very untidy. Cabin crew had no consideration for passengers, only came around once. I know it's a short flight, but I also know that SIA can do much better than this. Despite this, I will continue to use SIA."
2024-06-27,9,9,"""a very pleasant flight""","✅ Trip Verified |   Had a very pleasant flight on a 787. Very attentive and polite staff despite the fact it was a ""red eye"" flight out of Perth. Awesome staff, well done. Flight was 20 minutes early. When I tried to register my Kris flyer points on board the aircraft it kept telling me that my membership number was invalid. I will follow this up with SIA in the near future."
2024-06-17,8,8,"""experience was quite remarkable""","✅ Trip Verified | The experience was quite remarkable, 787-10 from MNL, service was fantastic though the only let down was the Airconditioned was not working properly so it was warm the whole 3hr to SIN but other than that good IFE, food and warm crew Service. 77W to MEL, another outstanding service faultless all over from food, IFE, crew and the lavatory was spotless, would definitely look to fly with SQ again and highly recommend."
