date_published,rating_value_10,rating_value_5,title,body
2023-01-16,7,7,"""crew really are the highlight""","✅ Trip Verified | Overall an ok flight. Lounge - SilverKris Changi is huge and was too over crowded. We had to sit at a canteen type table which was uncomfortable. We only stayed long enough to change our sim and change clothes. Way too busy. Gate/Boarding. We got in line. Was told there was no point as it hadn’t opened. We stayed in line as seats get taken in there fast. Boarding passes are scanned after security which meant the one gate agent could not cope when it was boarding time and everyone stormed the gate not adhering to groups or priority. Seat - narrow. Overhead lockers were too high for me to reach even with the little foot aid thing. Others had to help. No other storage except under the foot rest. There is a tiny cubby hole where ear phones, menu and water bottle were kept. Not a comfortable seat to sleep in being so narrow with no wriggle room. Hard being a side sleeper. Food - As all my other flights had poor quality food I opted for no meal, just sleep. The passenger in front argued with the FA over no breakfast service. Personally I believe there should have been a choice but no. The lovely FA verified no meal with me and offered to keep cheesecake aside that she would serve to me with coffee when I woke which was lovely of her. As I woke an hour or so before landing she was right there with what was promised. On arrival luggage arrived quickly so we were one of the first through customs with no long line. Overall the crew really are the highlight with Singapore Airlines. The rest is average to below average with definite cut backs evident. Also disappointed that when I booked this flight it was for the 777 which has better seats for sleep but that changed to the less than comfortable 350-900 medium haul."
2023-01-11,10,10,"""best airline I have ever been on""","✅ Trip Verified | This is the best airline I have ever been on. The lounge before flight was amazing, the service was quick and the people were kind. On my flight from Singapore to New York , one stewardess specifically, Belle, made my 19 hour long trip with my brother an absolute delight. She was attentive, kind, and went above and beyond. When I asked if I could skip the appetizer meal (since it was a food I generally do not like) she asked if I would like fruit instead to replace it. She also would always quickly and kindly help me make my seat into a bed! (The seat form was a 8/10 for comfort but the bed was SOOO nice I slept for most the flight). This was the first time I had ever traveled Business class and I felt like royalty. Even the bathroom was nice with amenities like a hairbrush. My one feedback for improvement would be to automatically give things that are included (I had to ask for slippers and mask on my flight from Singapore to NY but it was laid out from NY there) but even that was still good. While the wifi isn't strong enough for videos, it was good for surfing the internet which is what I used it for, and I charged my phone so I left with full battery."
2023-01-07,9,9,"""the experience was delightful""","Not Verified | A thoroughly pleasant experience, bearing in mind this flight was during the height of Covid-19 and New Zealand had just reopened its borders. Check-in was a bit truncated, given the amount of documentation required and the person managing our check-in was receiving training. Once on board the experience was delightful, food and beverage service was lovely, including signature Singapore Slings. The A350 was very clean, and I particularly like the additional screen on the handset. Legroom was adequate, though better than many others; that said, the flight only had 75 passengers, so my wife and I had a row to ourselves."
2023-01-05,1,1,"""A good seat, tasteless food""","Not Verified | Disappointing flight from Singapore to Auckland. A good seat, tasteless food and the worst Illy coffee i have had. What concerned me the most is the cost we paid for these flights, this one one of four flights we took on Singapore airlines over the last three weeks. The Auckland to Singapore flights seemed understaffed, whereas the Singapore to Bangkok flights seemed a lot more organised and a better food selection."
2022-12-28,5,5,"""It was a 5/10 flight""","✅ Trip Verified | The flight seemed quite full with huge line up at the gate security area. No priority line but that’s ok. Boarding was odd with just a gate agent yelling out instructions. The seat was fine but no bottle of water which was disappointing. We used book the cook. My husbands beef cheek was tender but my steak was too tough to cut or even bite into. The crew were lovely but disorganised. The right side of the plane were offered bread after the meal not before. My side missed out entirely. Arriving at Ho Chi Minh city, no priority line for immigration. Never mind. It was a 5/10 flight. Nothing special."
2022-12-27,4,4,"""My inflight food was very bad""","✅ Trip Verified | They cancel our flight and push us to an 8h earlier flight, and notify us last minute by calling us internationally about the change. Their customer service put us on hold for more than half of the 25 minute call, something that could have been done online for free, but they found it necessary to call. They even didn't offer food and beverage vouchers to cover the extra 8h on Singapore Airport. Their ground staff was sending us from one side to the other without a solution. After trying to get in touch with them it took 1.5 month to get a reply saying they don't care. Also transfer was unclear as the gates were closed until very close to departure. My inflight food was very bad, and in-flight service almost non-existent. You had to go to the kitchen area to ask for some drinks. In-flight entertainment was good with many recent movies. I will never fly again with Singapore Airlines after this."
2022-12-27,7,7,"""seats although adequate were so much smaller""","✅ Trip Verified | Full flight. Check in was busy, business class full. The lounge in Melbourne was okay, bit old and dated but the food was good. Boarding protocol was strictly adhered to. We were warmly welcomed. This medium haul aircraft was far different to the A380 in business. The seats although adequate were so much smaller. I was surprised to see not only a blanket and pillow but slippers, face mask, socks and amenity kit on my seat. The storage bin overhead is very high up and 158cm me needed help to stow my bag. Not much storage at the seat, just under the footstool and a tiny cubby hole once the headphones and water are removed. The staff were very friendly but reactive rather than pro active. They didn’t check the cabin during the flight but would respond to pushing the button for an attendant. The food was okay. Nothing special, steak was tough but the dessert was lovely (cheesecake). Entertainment was pretty good, quite a lot of choice, and the flight map was excellent. The refreshment before landing was not nice, chorizo and pasta. Quantity not quality. We arrived slightly sooner than scheduled. Altogether it was good for a day flight but not sure it will be comfortable enough for an overnight flight."
2022-12-18,7,7,"""a good flight was spoiled by an awful start""","✅ Trip Verified | Check in at Brisbane was the worst we have ever experienced. There is only one business class counter, which resulted in a 30 +minute queue. On taking this up with the duty manager I was told this is to push passengers to use the check in machine and deal with their own luggage. Fine for passengers familiar with the system, but not acceptable for passengers who predate the automated era, and certainly not acceptable having paid for business class. Having finally checked in it was another disappointment to discover that Brisbane Airport has abolished fast track security. Obviously an airport decision but it begs the question, as a major user of Brisbane, have Singapore Airlines put any pressure on the airport to reintroduce this facility. The lounge had a good selection of food Once the flight boarded it was back to the excellent service we expect. So unfortunate that a good flight was spoiled by an awful start - the business class experience should begin on first arrival at the airport."
2022-12-17,1,1,"""Delayed baggage when I arrived""",Not Verified | What a shame. Delayed baggage when I arrived at the Paris airport. The representative told me that it would be sent the next day. I arrived on Thursday evening and it is now Saturday evening and I have not seen my luggage. Neither received any calls from anyone. I don't know where is my luggage and I am left waiting for it at home. Even low cost airline provide a better customer service support. I have no idea why it is cited as among the best airlines. It is not even Top 20 in my book. Was my first time flying with this airline and it will be the last.
2022-12-08,5,5,"""seriously reconsider premium economy""","✅ Trip Verified | Seat 32A could not be reclined so it defeated the purpose of paying extra for premium economy for a comfortable seat. Seat 32C took so much effort to force it to recline. The buttons did not seem to do anything. I had to push to force it to recline. My Singapore Sling was overly sweet and it felt it was made deliberately to avoid asking for a second one. No warm towels and a small packet of nuts given quite a while after the drinks service was completed. There was a great movies/tv selection. The noise cancelling headphones were the large ear encompassing ones. Two small bottles of water were sitting in between the seats. When we boarded at the appropriate announcement time based on sections, our cabin was full so most people had boarded earlier. The economy class cabin had many empty seats. On reflection, had I had knowledge of seat bookings, I would have opted for economy. Premium class was not delivered. I asked for an amenity bag and the flight attendant looked at me puzzled, as though one such a thing did not exist. Reluctantly an economy class bag with just socks and toothbrush was procured. Food was same as economy although I pre-ordered mine. No dessert on the tray but a small tub of Hagen Daez ice cream. It seems they were anxious to get meal service done as quickly as possible. The flight attendants were friendly on boarding but we hardly saw them after the meal service. No mid-flight snacks. Plane left and arrived on time. Overall I will seriously reconsider premium economy."
2022-12-01,9,9,"""Would happily fly with them again""","Not Verified | (Two separate return journeys, different equipment). Pretty well can't be faulted. E.g. the airline staff went the extra mile in several respects, including luggage which didn't make a tight connection, but which I still got in 24 hours. The A350s are somewhat more comfortable in feel than even the A380s, the IFE on both aircraft is good, though the A350s have a live BBC news feed I can recommend. Would happily fly with them again."
2022-11-28,5,5,"""offer me the Business Class entrée""","✅ Trip Verified | SQ171 DAD-SIN. Terrible flight. Boarding started late and was chaos, with no real explanation about the delay. Upon boarding could not use the overhead above my seat, and was not allowed to have any personal items. There was a Headphone shortage. Took off, and inflight service started rather late. Cabin attendants speaking extremely fast, and I was unable to comprehend what they were saying. Multiple times, Had to ask them to slow down. They ran out of food. Offered Entrée was disgusting, and I refused. They came back, and tried to offer me the Business Class entrée, but there was only 1 choice. I passed, but they hounded me with endless questions. Landed, and couldn’t get access to my luggage. Singapore Airlines is only good on Ultra Long Haul flights. With Asian connections not anymore, since they got rid of the A330."
2022-11-24,10,10,"""hard-working cabin crew""","✅ Trip Verified | Boarding was prompt and the flight landed early. Very hard-working cabin crew. They tried their best to fulfil requests. They were less proactive with coming around with drinks during the flight compared to my previous flights, but responded to individual requests made to them directly. The aircraft was very clean but cupholder on my seat was broken. Overall I feel comfortable flying with this airline and would choose to do so again, knowing I will get a certain standard of service."
2022-11-24,10,10,"""lived up to high expectations""","✅ Trip Verified | My first flight post-pandemic and Singapore Airlines lived up to high expectations. The cabin crew were excellent and made regular drinks runs throughout the flight with trays of water, juice and sometimes beer. I was impressed by their professionalism, politeness and friendliness throughout the journey, despite having to serve almost a full flight. Flood (including snacks in between meals at the galley) was plentiful, even for economy class. Two free hours of wifi for economy class passengers was a welcome addition to the service. Everything went smoothly, from boarding to disembarking. Prior to the flight I had called the call centre to make a booking amendment and the service from the call centre was also efficient."
2022-11-24,9,9,"""provides excellent service""","✅ Trip Verified | Singapore Airlines ranged from excellent to good. Syd-Sin-Cph (Oct 6, 2022) was excellent. Of course in Economy we were packed like sardines, but the tin was large enough (and neighbours small enough) that we weren't particularly uncomfortable. This is the third time we've flown post-Covid. The first time on Thai it seemed that Covid was the excuse to give no service at all but Singapore Airlines both at Xmas 2021 and last month provides excellent service. Food was very good and alcohol plentiful. The entertainment system provided enough to occupy us for this long haul. Flight attendants were very attentive. We stopped over in Singapore on our way home. Unfortunately Sin-Syd leaves shortly after midnight. The flight was delayed and it was after 1am before we left. This is a long time between meals and we were uncertain whether we'd be given a snack and night cap before going to sleep but no announcement was made and we stayed in limbo between sleeping and waking for most of this leg. Of the four legs of our journey this is our only complaint."
2022-11-24,10,10,"""maybe the best experience""","✅ Trip Verified | SQ23 in Premium Economy Solo Seat. 1730 Arrived at The counter. Instantly was approached, and greeted by a extremely professional gentleman, Asking which flight I was on. When I told him SQ23, he asked “could you please wait?”. Well I went to get water, came back, and instantly he reengaged me, stating the counter was ready for me, and took me straight to the head of the line. Check in fast, with agent verifying information. Boarding was quick. Upon boarding a Red Uniformed Cabin Attendant welcomed me aboard, and directed me to my seat. As I passed others they acknowledged me and welcomed me aboard. One even said “Happy Thanksgiving”. Aircraft seemed extremely cold, and rather uncomfortable. We seemed to be late pushing back, and The Red Uniformed staff was going around talking to passengers. She approached me, and began to engage in conversation. She thanked me for flying SQ for 14 years. Finally we Took off. I had to use the provided blanket. Champagne is back on the menu. When they arrived with Dinner, they ran out of food, so the Steward said he had to go to Business to get entrees. He came back and said what he had. I ordered the Beef. He kept checking in, with estimated time of completion. Constant Champagne rounds followed through the flight. After dinner I slept. Standalone seat extremely comfortable, and excellent value. Second meal came out. I had the Stir Fry Shrimp which was Delicious. Constant Champagne refills continued. On approach to Changi, I switched to Coffee, which also continued with multiple rounds. Arriving in SIN on Thanksgiving morning, crew wished us well as we debarked. I have been flying with Singapore Airlines since 2008. This flight maybe the best experience I have ever had with them!!!"
2022-11-23,5,5,"""seats were super uncomfortable""","✅ Trip Verified | I'm a vegetarian, the food was tasty but I have some thoughts: a bun served with butter without any addition in one of the main meals? I had to ask for a drink because the service walked by multiple times ignoring me. I flew with them 4 times, two flights of 14.5 hours plus 2 shorter flights on 1 out of 4 flights, I can say that the service was at a high level. The seats were super uncomfortable. The number of drinks served for 14.5 hours is really poor. The last drink I asked for was water, and the staff brought me a tap water."
2022-11-16,8,8,"""the cabin crew were excellent""","✅ Trip Verified | Late evening check in was surprisingly busy, but with all counters open there was not much delay. Similarly the lounge was busy. There was a decent selection of food, but the wine on offer was disappointing. Boarding was prompt with a friendly welcome, and champagne and fruit juice on offer before take off. Drinks were served immediately after take off, and it seemed that most passengers opted for sleep rather than food. The seats are very comfortable for sitting and relaxing, but in the lie flat position the recess for the feet is restricting. There were four breakfast type food options available, to be served immediately or before landing, which made a lot of sense, but the Continental breakfast was very basic and disappointing. Brisbane airport was very quiet early morning, and immigration and luggage delivery very quick. Overall it was a good flight, and the cabin crew were excellent, as expected on Singapore Airlines."
2022-11-15,1,1,"""pay SGD 1700 to rebook the flight change""","✅ Trip Verified | I wanted to change my flight ticket on 20th of April and was rushed to send a confirmation for a flight change before 21st April which involved a payment of 300 SGD which I agreed to. Upon calling back a few days later after checking that my flight has not been booked over the website, the agent over the phone tried to salvage the situation by insisting that my original flight change booking flight was cancelled and instead, I now would have to pay SGD 1700 to rebook the flight change. There was no such cancellation of flights as the flight number of the ""cancelled"" flight was the exact same flight as the one that he proposed. I tried calling on multiple occasions and even though Singapore Airlines admitted their fault for messing up my booking, they would not change my flight at the original price that was agreed upon. As a result, I had to miss my other travel plans to London. My main issues are these: 1) After rushing me to confirm the flight changes before 21st April, which I did on 20th April, why was the flight not booked at the original agreed price of SGD 300. Is it a lack of competence that your staff can't operate a computer?"
2022-11-14,6,6,"""chicken curry for breakfast?""",✅ Trip Verified | I ordered Muslim Meals and received Chicken curry for breakfast lunch and dinner. Seriously chicken curry for breakfast? About 20 years ago I wrote to Singapore Airlines about the same issue. Take note Muslim diets are much broader than chicken curry.
2022-11-08,10,10,"""I have no words for the hospitality""",✅ Trip Verified | I have no words for the hospitality the Singapore Airlines staff on the flight has shown me I have taken more then 20 flights this year but undoubtedly this airline is the best. I will surely and only try to fly Singapore. I am just amazed by the love and care they showed to my 7 year old from Mumbai to Sydney and coming back to India from Sydney. Thank you so much.
2022-11-08,1,1,"""denial that it even took place""","✅ Trip Verified | We flew the SQ 322 flight from Singapore to London Heathrow on Tuesday 2nd august 2022 arriving at London Heathrow at 6am. When we got on the flight the seat part of my daughters seat was missing. She was seated in 54k next to the window. Somebody came and replaced it so she could sit down. We all fell asleep immediately as it was almost 1am in the morning Sydney time. Half way through the flight my daughter realised her socks were wet. We had a look at them and realised they stank of vomit. We then checked all of her toys and our bags that were on the floor and they were all damp and stank of vomit. All of her things, shoes, socks and bottom of her trousers just absolutely stank of vomit and the ground was soaking wet. I can not believe that after such a terrible pandemic my daughter was allowed to sit in an area where someone had so obviously recently been vomiting. Not to mention how disgusting it has been travelling to our hotel in a car with bags all covered in sick and smelling absolutely terrible. I complained to the air steward and asked her to make a note as it was such a disgusting way to have to sit on a long haul flight. Our short UK holiday absolutely ruined, not being able to see my terminally ill father for 8 days in fear of passing it to him, which his immune system could not have handled. This after not seeing him due to the pandemic for 3 years! I understand we flew economy, but at the very least we expected the seats to be clean and sanitary. I emailed the airline through my husbands official Singapore Airlines account, and we heard nothing. I emailed several times, nothing. I only got a response from the airline when I involved a third party resolver government site that helps consumers. They told me nothing had been reported, and that the airline staff deny this even happened. So at the very least they are not logging and recording the changing of seats which must be a safety issue. I find very hard to believe the air steward doesn't remember covering the vomit floor with a blanket and spraying air freshener over it for us. I also asked her to log it all, and she said she would. The airline said all the attendants had been interviewed but they all deny this even happened. It's not so much what happened, it is more the absolute denial that it even took place."
2022-11-05,2,2,"""Last time SA for us""","✅ Trip Verified | Boarding while there is a power problem. So plane were no lights. Startup again power then no aircon! Delayed already, then excuse and safety demo. Then again captain still problems and sitting already one hour no aircon and just have to wait when or if they fixed it Serving warm water and while no aircon and still waiting to leave 22.00 hour. Last time SA for us."
2022-11-02,9,9,"""Overall a very good flight""","Not Verified | Check in was quick and efficient as expected with Singapore Airlines. Lounge access was the Virgin Atlantic Clubhouse, which at that time of day seemed to be devoted to SQ passengers. Lounge service was excellent, with a good selection of food and drinks. Boarding was on time and very efficient, with a personalised welcome on board.. settling in was very easy, as there is so much storage available at the seat and above. Pre take off drinks were offered, but only fruit juice and water, no champagne. No amenity kits offered except by request. Food and drink orders were taken immediately after take off, and serve with sosatie appetisers. Meals were served not long after with a varied choice of mains. Book the Cook is not available ex Johannesburg, and also whilst it is possible to preview the menu, it is not possible to order. Not a problem for us, as we were near the front. Decent wines were on offer, although a somewhat limited choice. Food was good, as was the service. The seat is very comfortable and notably wider than most. Flor sleeping it is necessary to fold down the backrest to create the bed, which is easily done, although attendants were quick to help. The drawback to the bed is a small cubbyhole for the feet offset from the bed, although in use this was not a particular problem, and wwe both slept for most of the flight. Breakfast was offered as and when people woke, and arrival in Singapore on time. As usual immigration was a breeze. Our only downside was we found the entertainment system difficult, but this is probably an age thing. Overall a very good flight"
2022-10-31,3,3,"""don't provide salt and pepper""","✅ Trip Verified | No pillows in economy cabin for a 13hr flight, I was offered an extra blanket to use as a makeshift pillow, hardly comfortable. Meal portions were small, no salad or small starter was offered, no towelette and they don't provide salt and pepper sachets with the meal. WiFi was erratic and terminal 2 is a non event due to renovations ! All in all a highly unsatisfactory experience and we will think twice before flying Singapore Airlines again."
2022-10-26,7,7,"""I was not offered a drink""","✅ Trip Verified | No staff at the transfer desk to issue boarding pass. I was told to proceed to the boarding gate for service. After one hour of waiting in a queue, several people including me were finally get their passes. While we were lining up, many travellers (probably first and business class) cut the queue to insist on going to the aircraft first. From what I feel, they need a bigger crew to service the A380. Staff avoided eye contact with me to speed up their service. Food was not ready for the first meal. I had to wait half an hour for my main meal after finishing everything else. I was not offered a drink and when I asked, they signalled me to wait. I waited for another half an hour without any drink from the crew yet the guy two rows in front of me asked for a refill and was offered immediately. Second meal was a total disaster, it took an hour for our cabin to be served. To the point that, many people who were already served, they expected their trays to be cleared but nothing happened and many people took the matters into their own hands by bringing trays to cabin crew. Drinks were offered and served very minimally. I can confidently say it because my second flight later with an A350, it was a joy again. Everything ran on time. Polite and civilized boarding. No late service. I still can feel a drop in service as compared to pre-pandemic time."
2022-10-25,1,1,"""cancelling our paid seats""","✅ Trip Verified | Ruined a trip of a lifetime for myself, wife and family. From cancelling our paid seats, that were booked early, we were then separated on the flight. Some of our baggage was left behind, and a absolutely nightmare trying to sort. Staff on plane and at airports not interested and give the feeling that they did not want to be there."
2022-10-20,10,10,"""back with their reputation intact""","✅ Trip Verified | Sydney - Amsterdam - Frankfurt -Singapore (stopover) - Sydney. All flights were up to the 'old' SIA standards of service. Check-ins and transfers were easy and the lounges were clean and well-stocked. Meals ordered online and were tasty and well presented with plentiful beer, wines and spirits offered with them and during the flight - possible a little too enthusiastically. The cabin crew were friendly and efficient and made the flights very pleasant indeed. You do need to ask for amenity kits and slippers if you want them and the absence of an offer of hot towels was initially disappointing but a plentiful supply was discovered in the wash rooms for self-serve. The lie-flat beds were made up by the crew if you showed any hesitation in figuring out how they worked and were comfortable once you became used to the idea of sleeping on a bed where the lower half was offset to the upper half. Cabin WiFi worked OK and the IFE seemed to have a reasonable selection, although eating and sleeping were my preferred options on the overnight flights. All in all, SIA seems to be back with their reputation intact."
2022-10-12,10,10,"""Still my favorite airline""","✅ Trip Verified | Still my favorite airline. Best Economy Class !, spacious seats with nice legroom, pleasing color fabric on seat covers. Each seat had a pillow and a blanket. You should ask to offer you an amenity kit (with socks, eye cover, toothbrush / paste). Pity they do not have inflight magazine due to covid (same excuse to save money and weight, a lot of airlines are using the same excuse). Both flights were on perfect A350 and on time. After takeoff they started the first service which was tasty and there was selection of wine, beer, drinks. After food was desert which was an icecream. During flight the crew was passing by the bottle of water for the passengers. At the galley there were some sandwiches and drinks. In the WC there were toothbrushes, cologne and cream. One hour before landing the second meal was served which was as good and plentiful as the first. IFE was great with a good selection of movies and easy to use. Great airline, keep the good work."
2022-10-05,3,3,"""food was terrible""","✅ Trip Verified | Amsterdam to Brisbane via Singapore. The food was terrible, no fresh fruit or salad items. We tried to change our return flight due to family circumstances and were told $10,000 to do this. That was way more than the advertised price of a return ticket. Seats felt cramped and uncomfortable."
2022-09-26,1,1,"""Very disappointed""",Not Verified | I flew with Singapore Airlines from London on a 11.30am local time arriving in Singapore 7.30am local time next day. For some unknown reason this airline serves breakfast at 1.45am Singapore time. I and other passengers were woken up so we could have a breakfast. Once breakfast was finished we still had 5 more hours of flying time. How stupid is this. Dreading my flight home. I have travelled with this airline in the past but it now is on a par with a low cost airline. Very disappointed.
2022-09-25,10,10,"""this is what a good flight should be""","✅ Trip Verified | The check-in process at JFK T4 was seamless. We got access to the Wingtips Lounge, which was fine but there was nothing to be excited about. Boarding was orderly despite the fact that there were many passengers (our A380 flight that night was almost full). On board, the seat looks nice and comfortable, though one of the windows is blocked by the seat design. Staff were nice and attentive, something you would expect from SQ anyway. The food was excellent (I booked my main course from the Book-the-Cook menu). The flight arrived in Frankfurt a bit late, but not a problem at all. Overall, this is what a good flight should be."
2022-09-19,4,4,"""JFK check in a disaster""","✅ Trip Verified | New York JFK check in a disaster, with no control, and only 2 agents open. For an extremely protracted amount of time, I stood in line, and finally got checked in, just before the Station Manager mustered everyone, for the evening brief, pausing check in. Boarding commenced 15 minutes late. No boarding by rows, just a mass exodus. Upon boarding the Cabin Attendant at the door, was the sole person to welcome me onboard. IFE finally got upgraded, and the A380s fixed shellback seat was extremely comfortable. Upon taking off I dozed off, and was waken up by Cabin Crew to close my window shade. No initial drink offered to me. I requested Chicken for dinner, and the Gentleman said he had to come back. 15 minutes later, I hit the call button, and when the young lady I arrived, I explained to her I did not receive dinner. Finally the Gentleman returned, apologized, and ensured dinner would be out shortly, which it was. Followed by a second round of drinks. Woke up to a refreshment, of extremely small Sandwich of sorts, and a quick round of drinks. Arrived at FRA, and off to my connection. With all my hours, flights, and years flying with Singapore Airlines I will try to brush this off, and hope a repeat of this experience will not happen again."
2022-09-11,4,4,"""decline in service and product""","✅ Trip Verified | Singapore to Sydney. The decline in service and product continues from Singapore Airlines. Premium Economy includes plastic glasses, only two wine choices (Red or White) only one glass was offered per passenger and the food offering economy standard. Neither of the above are consistent with the airline’s advertised offer. The were no masks/socks offered. The A380 Premium Economy seats are much poorer design compared to the A350 seat in the same class/airline. Hard vinyl covered seats, impossible to get comfortable in. Booked a window seat but impossible to lean against the window as seat is 200mm from window. Unless you can book for only 10-15 % more than economy I wouldn’t bother Entertainment is good in its range but the system is unstable. Wifi wouldn’t connect"
2022-09-10,6,6,"""A pleasant experience""","✅ Trip Verified | I flew on Singapore Airlines last year and one thing I will say is that the friendliness of the crew is outstanding. However the seat space felt slightly cramped and the seats weren’t very comfy. I feel like the lower back support isn’t very good and this makes you sit in a position that is uncomfortable. I say this both for the A350 & A380. I am comparing this to my last journey with Singapore on an older 777-300ER, which in my opinion feels more spacious and the seats feel i lot less cramped. Also the lower back support is better. The meals, are okay by all means but when i compare this to Emirates or Qatar, they are very basic in the sense that all you get is a main dish, bread, crackers, cheese and a small desert of some kind. Nothing to shout about considering this is a top airline. The crew, outstanding on all flights I've been on, friendly and you can take your water bottle and keep filling it up. If you want a drink at any point you can go up and ask. Transit, probably one of the easiest airports to transit through. A pleasant experience, and if you have in excess of 4 hours you can occupy yourself with plenty. Overall i think i will fly again with Singapore Airlines but might try a different airline on my next journey to the UK."
2022-09-08,10,10,"""can’t say enough for their warm hospitality""","Not Verified | The staff were most helpful and delightful, especially Joanne, Lilin, Thiagesan and Edward. I can’t say enough for their warm hospitality, and being very friendly and capable in their jobs."
2022-09-08,2,2,"""stressful end to the trip""","✅ Trip Verified | They cancelled our return flight's first leg and said they could reschedule it for 8 weeks later. This was not going to work as we had lives to return home to. We hassled them for days and eventually, they put us on the first leg a day before. We had to leave our accommodation in Rome early, pay for accommodation in Munich and taxis to and from the airport. They suggested we could get compensation for this but since applying for that we have heard nothing. A very stressful end to the trip and disappointing experience."
2022-09-06,2,2,"""extremely dated and old aircrafts""","Not Verified | Short answer: extremely dated and old aircrafts, unpleasant ambiance, cramped seats and broken seats, closed toilets, subpar food. Good attitude of flight attendants. Long answer. The last time I flew SQ was back in 2006 and do remember that it was a very pleasant flight. Since then mostly have been flying Qatar, Emirates, Turkish and many EU/American airlines. First impression, the ambiance of the aircraft is very unpleasant when comparing it to Emirates or Qatar. IFE is small screen with limited choices. No amenity kit of any sort - zero. There was a blanket and a pillow though. One of the toilet from LA to Singapore was closed with an Out of Order note on it, so basically keep waiting for your turn. Food quality is really terrible compared to Emirates/Qatar. No salad or fruit. During the flight no water service. I am used to sitting on 15 hour Dubai flights but never get such pain as this time on Singapore. It is basically now a budget airline but with a 5 star price tag. Even the business class seats look tired and dated. Won't recommend unless you have no choice."
2022-09-05,1,1,"""attempting to locate my luggage""","✅ Trip Verified | I recently flew Singapore Airlines Brisbane to Cape Town, only to have them lose my luggage. Despite contacting the Cape Town, Brisbane and Singapore office I have had no contact from anyone, apart from a generic email, dated 6 days ago saying they are attempting to locate my luggage. What should have been a happy experience has been completely ruined not only losing my luggage, but all the gifts I had bought my family who I haven’t seen in four years."
2022-09-05,10,10,"""would always choose to fly with Singapore""","✅ Trip Verified | Great to be flying with Singapore airlines again! Pre Covid my wife and I had always flown with Singapore airlines and were interested to see whether the high standard of care that we were used to still existed in the post Covid world. The answer is yes. The food was great and its delivery well timed. The entertainment options were excellent with a menu to meet a wide variety of tastes. We were seated in the rear compartment so were able to see the staff at work. The staff we saw were: CS Alvin, LSS Mei, LS Aslam, FSS Chia, FSS Ng, FSS Foo and FSS Chee. They did not stop working for the whole flight yet they were always caring and courteous, going to every length to meet the passengers’ needs. They are great ambassadors for their company. Wherever possible, we would always choose to fly with Singapore"
2022-09-04,5,5,"""I am not impressed""","✅ Trip Verified | SQ033 from San Francisco to Singapore in what was sold a premium economy. Apart from slightly larger seat there is nothing to distinguish from regular economy. Very cramped in 2-4-2 seating. No champagne for take-off on 15-hour journey, no amenities, not even hand cream in the bathroom. In addition the entertainment system was bizarre — if you aren’t a fan of Tom Cruise or superheroes you are out of luck. Seriously, there was nothing to watch. Could not comment on the dinner as we chose to eat in the airport. Breakfast was okay for an economy class meal but coffee was not good. I paid a substantial premium for this and I am not impressed."
2022-09-04,2,2,"""My meal was very poor""","✅ Trip Verified | Queued for Business class check in - only 2 servers. Entertainment very limited, games needs your own device. My meal was very poor. Seats and staff ok. Photo is the 5pm refreshment."
2022-08-27,1,1,"""requested to provide a seat together""","✅ Trip Verified | Our first flight was delayed more than one hour, so we lost our connecting flight. The new booking provided was horrible. I was travelling with my four-year-old and the new seat provided is far away, and we were separated. All the family members are separated for the whole journey. Miscommunication between the crew members made us to walk between the terminals for 2 times. Didn't get any help from the crew, even though we requested to provide a seat together."
2022-08-25,1,1,"""all special meals has been handed out""","✅ Trip Verified | Order special meals from through their apps. In the flight, I was not served with the chosen special meals, and asked the flight attendant to check. She said that all special meals has been handed out. I had to write a email via the help section to double confirm what's the reason behind this. I was told via email that special meal was not able to be catered on the said flight due to insufficient preparation time. Truly disappointed with these behavior. There is no inflight entertainment for 2.5 hours flight, and the standard inflight meal is small in portion."
2022-08-24,1,1,"""said it was Lufthansa’s fault""","✅ Trip Verified | I booked all my flights through the Singapore Airline website. My flight from Edinburgh to Germany (LH965) with Lufthansa booked by Singapore Air was delayed which meant I missed the next 2 connecting flights Frankfurt - Singapore (SQ2151) and Singapore - Sydney (SQ325). I understand things like this happen and with hopes of being put on the next available flight I tried to let it not bother me I arrived at the airport no one with Singapore Air was there to help so I spoke with Lufthansa who put me in a hotel for the night which was nice but didn’t have any aircon in 40 degreases heat. I was told that Singapore Air would be in contact during the night when their customer service team opened to put me on the next flight. I was up most of the night anxiously waiting for the message of my next flight in case I missed it I was on an online chat with someone who said “I will help now” but then would just end the chat. I decided to head to the airport as it was now around 9 am with no contact by anyone and I had a wedding to make on Friday the 5th. I arrived at the airport and no one cared and didn’t even want to give me the time of day. Singapore Air said it was Lufthansa’s fault and Lufthansa said it was Singapore Air’s fault the walk time to each desk was around 15-20 mins and I was back and forth with everyone sending me to random desks for 3 hours. I was told there were no flights for 3-4 days and there was nothing I can do and it was my responsibility to pay for the time I’d need to spend in Germany, I’m a solo female aged 25 and was even refused to receive my case so had no clothes to wear. I checked Skyscanner and there were flights leaving that day, at this point, I had enough and went to the business class desk and demanded that I be put on this next flight that I repeatedly lied to that had no space.I was finally helped by someone and was easily put on the flight. Obviously, the extra leg room seats were taken which was understandable so I need to receive a refund for this."
